id,srouce,name,brand,img-src,latest-price,retail-price,sale
sku.241001006,https://phongvu.vn/laptop-asus-zenbook-s-14-ux5406sa-pv140ws--s241001006,Laptop ASUS Zenbook S 14 UX5406SA-PV140WS (Ultra 7-258V/ RAM 32GB/ Onboard/ 1TB SSD/ Windows 11),ASUS,https://lh3.googleusercontent.com/B5svW_X10PrRetiNLpBkOrS3lpihaioY1vA-ccwK-FEPPugqCLJGT5DxTEogt5XGVsQ1IPRBXJdqhYMwgNJOgIKmsigoFUeKXQ=w500-rw,44.990.000,0,0
sku.240803848,https://phongvu.vn/laptop-asus-rog-zephyrus-g16-ga605wi-qr090ws--s240803848,Laptop ASUS ROG Zephyrus G16 GA605WI 2024 (Ryzen AI 9 HX 370/RAM 32GB/GeForce RTX 4070/1TB SSD/ Windows 11 + Office),ASUS,https://lh3.googleusercontent.com/rhnInoJwklOz1V-J-K2BpXNM9P6rK6uR6SBiRVhmXneypI8Bm7E0RIyxgEYhhrcBS3de3OSLnwzzFa1q_2V33WsGqQjgbdge=w500-rw,77.990.000,81.990.000,4.879
sku.240302749,https://phongvu.vn/laptop-asus-vivobook-15x-oled-m3504ya-l1268w-amd-ryzen-5-7530u-den--s240302749,Laptop ASUS Vivobook 15X Oled M3504YA-L1268W (Ryzen 5 7530U/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),ASUS,https://lh3.googleusercontent.com/13dRGbTvaVuSu8hAJgHyjsW8M8NdPSa5g5BqqzdXktFWbSiC-ti2HN93ZJrc9rNU6HYSWc8jx07fyJpR7LPliCUTgu6Pi0VQ=w500-rw,13.990.000,18.990.000,26.33
sku.240702562,https://phongvu.vn/laptop-acer-predator-helios-neo-14--s240702562,Laptop ACER Predator Helios Neo 14 PHN14-51-96HG (Ultra 9-185H/ RAM 32GB/ GeForce RTX™ 4070/ 1TB SSD/ Windows 11),ACER,https://lh3.googleusercontent.com/7jHct_F9d9bf7bgW8L6Qc9Oz4pc6a6e41PRBN5lPmeaRokuPI7ahLQ8mKtbsHd-4xFAkGoFcTMNYww7U7aVuL89ELLAJc8pIfQ=w500-rw,58.490.000,59.990.000,2.5
sku.240803849,https://phongvu.vn/laptop-asus-tuf-gaming-a14-fa401wv-rg062ws--s240803849,Laptop ASUS TUF Gaming A14 2024 (Ryzen AI 9 HX 370/ RAM 16GB/ GeForce RTX 4060/ 1TB SSD/ Windows 11 + Office),ASUS,https://lh3.googleusercontent.com/1RciKvL0xMAhghfgml9zjzxM2pmuqapOwpLqq7XvmxG9sxdUgDzKrfu0c6uens5ACesnNZ3ZXRnuJcme2KzKNTiYlaudfr09ig=w500-rw,42.490.000,44.990.000,5.557
sku.230703419,https://phongvu.vn/laptop-acer-gaming-aspire-7-a715-76g-5806--s230703419,Laptop ACER Gaming Aspire 7 A715-76G-5806 (i5-12450H/ RAM 16GB/ GeForce RTX™ 3050/ 512GB SSD/ Windows 11),ACER,https://lh3.googleusercontent.com/RmgcDSPB9S7E24ewRRjyD0CT7HbUkuhZKEF_DBt6SoHMsnKa8-V9C9xdx3Gk-ryBW0MpqIyv7z8kdMeOWdNIWyu0cAIuZszQ=w500-rw,18.490.000,22.990.000,19.574
sku.240501842,https://phongvu.vn/laptop-asus-vivobook-s-16-oled-s5606ma-mx051w--s240501842,Laptop ASUS Vivobook S 16 OLED S5606MA-MX051W (Ultra 7-155H/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),ASUS,https://lh3.googleusercontent.com/i5St5YXGQ8jNMWImA_OKqG3W4ZX8JQ9XZk1II2Khxfv4PvYs4UWRPXWFaSe_1jLGyCfWV-V8xHheytclG_DkoqJQY152fQc=w500-rw,27.990.000,29.990.000,6.669
sku.231004204,https://phongvu.vn/laptop-hp-victus-15-fb1022ax-94f19pa-amd-ryzen-5-7535hs-bac--s231004204,Laptop gaming HP Victus 15-fb1022AX - 94F19PA (Ryzen 5 7535HS/RAM 16GB/GeForce RTX 2050/512GB SSD/ Windows 11),HP,https://lh3.googleusercontent.com/ptZRe33cGpw4WfD9UFc1a1_I1MheMENfxhn0QGeCrD92GYbkt3E7sLCHLMna_DjmZ-sT3UijXePdjVDwGySgfrBTH22ehww=w500-rw,18.490.000,25.490.000,27.462
sku.240800804,https://phongvu.vn/laptop-msi-stealth-18-mercedes-amg-motorsport-a1vhg-080vn--s240800804,Laptop MSI Stealth 18 Mercedes AMG A1VHG-080VN (Ultra 9-185H/ RAM 64GB/ GeForce RTX™ 4080/ 2TB SSD/ Windows 11),MSI,https://lh3.googleusercontent.com/1AUot8C58LJkBr20Uo3GFTrz6eU5XV552TNLOUc5DCp_BuJQE54hIQHCQybm8cBOspzsK72qYiqWj9WSGxu7-tL2Rzh5zvE=w500-rw,99.990.000,102.990.000,2.913
sku.230704092,https://phongvu.vn/laptop-msi-stealth-16-mercedes-amg-motorsport-a13vg-i9-13900h-xam--s230704092,Laptop gaming MSI Stealth 16 Mercedes-AMG Motorsport A13VG (i9-13900H/RAM 32GB/GeForce RTX 4070/2TB SSD/ Windows 11),MSI,https://lh3.googleusercontent.com/639Hcf_8CzQyYXgRp8KhFk0tkbolK8ISwxNwn5C8L0eg11cFyIPl__OydraT2w82X3LZ6FvnxA1a29CjhdjB7UuvtadU_fdUbA=w500-rw,77.990.000,80.990.000,3.704
sku.240302752,https://phongvu.vn/laptop-msi-cyborg-15-a13uc-861vn-i5-13420h-den--s240302752,Laptop gaming MSI Cyborg 15 A13UC-861VN (i5-13420H/RAM 16GB/GeForce RTX 3050/512GB SSD/ Windows 11),MSI,https://lh3.googleusercontent.com/hUv9674DWxsqTAFxzjWtxPUuB0p6rCTUkHDv1IXtFwr-ZxcuEKET8Ia7llI-XhAmjxcmZP6-OB6rlFzq8M53UeW-oI6GxGE=w500-rw,19.990.000,21.990.000,9.095
sku.231002798,https://phongvu.vn/laptop-hp-15s-fq5228tu-8u240pa-i3-1215u-xanh--s231002798,Laptop HP 15s-fq5228TU - 8U240PA (i3-1215U/ RAM 8GB/ Onboard/ 512GB SSD/ Windows 11),HP,https://lh3.googleusercontent.com/kzBypPEWvnhswg1Nzu5UKdtXLCckjtiDo4hz1a3MIkveVxszUnGG6c_gniTTu6TQMaTAMxQ2t__uSFI9nopN7lKu1qFyIc0b=w500-rw,10.790.000,12.990.000,16.936
sku.240802642,https://phongvu.vn/laptop-acer-nitro-v-15-propanel-anv15-41-r7ap--s240802642,Laptop gaming ACER Nitro V 15 ProPanel ANV15-41-R7AP (Ryzen 5 7535HS/RAM 16GB/GeForce RTX 2050/512GB SSD/ Windows 11),ACER,https://lh3.googleusercontent.com/4fPObCgz8qx8Yhh0VOyUMaSlMk3vkU9gnLQOKp3xpYasSXnVGK8i8bE8wd87zrl0xSep1x9WcuPOJ4yMRZweak5oGVuPZkmV=w500-rw,20.990.000,22.990.000,8.699
sku.240602773,https://phongvu.vn/laptop-dell-inspiron-15-3520-25p2312-i5-1235u--s240602773,Laptop Dell Inspiron 15 3520 - 25P2312 (i5-1235U/RAM 16GB/512GB SSD/ Windows 11 + Office),Dell,https://lh3.googleusercontent.com/BGBHU5q0aUWtGXXtrQQm6jpDBf0dnxoZ2FPt3VE_Rx_F9zT57Jct-p0EfNTr6t8_EPyJ7enaMMH2pqzA4S0Ug3eNh0qWc_Ozyw=w500-rw,16.490.000,17.190.000,4.072
sku.240502377,https://phongvu.vn/laptop-lenovo-loq-15iax9-83gs004bvn-i5-12450hx-xam--s240502377,Laptop gaming Lenovo LOQ 15IAX9 - 83GS004BVN (i5-12450HX/RAM 12GB/GeForce RTX 3050/512GB SSD/ Windows 11),Lenovo,https://lh3.googleusercontent.com/ilEQK9YeUtlmH2pCf1z-2SKTWtsAnZJB42ekGQpw0o1nivM47NcEp0gmr6_uKnf-MiFzXefT4kda504KrNdvn2KExMjJ7AF7=w500-rw,21.990.000,24.490.000,10.208
sku.221003814,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-3-a315-59-51x8-nx-k6tsv-00f-i5-1235u-bac--s221003814,Laptop Acer Aspire 3 A315-59-51X8 (NX.K6TSV.00F) (i5-1235U) (Bạc),ACER,https://lh3.googleusercontent.com/ZUHMHJWQWODSAYAd7kqStW95t8BByzybaESfKzMdRJvRXW98bxFVu4Z80_Z4OElND26y1LkTHGPtloc-hdAZIuIq2NgJGCEvgg=w500-rw,10.490.000,15.490.000,32.279
sku.240403691,https://phongvu.vn/laptop-acer-aspire-lite-al14-51m-59bn-i5-1235u-bac--s240403691,Laptop ACER Aspire Lite - AL14-51M-59BN (i5-1235U/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),ACER,https://lh3.googleusercontent.com/Cxx9o7BPUkmObpTR8PUWFyrrCZXZQquGQphwIYhwQzt21t-MHVHGhKze6yonsKn3Q9u3yQGrQzTy1p9AAW6gNqgnln5WmcBEOw=w500-rw,13.790.000,14.990.000,8.005
sku.240802547,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-expertbook-b1-b1402cba-eb4202w-i5-1235u-den--s240802547,Laptop ASUS ExpertBook B1 B1402CBA-EB4202W (i5-1235U/RAM 16GB/Onboard/512GB SSD/ Windows 11),ASUS,https://lh3.googleusercontent.com/UU7vk-60Cp12hKfmYqHk9CI2aCjbYBz-dMw0WOQK8oqixhc6_kBIJnIUwOZ9YQHwKm2Mp8epx2fd-AAXNx0VbRz6AzlocI4=w500-rw,12.990.000,14.690.000,11.572
sku.240300076,https://phongvu.vn/laptop-lenovo-ideapad-slim-3-15iah8-83er000fvn-i5-12450h-xam--s240300076,Laptop Lenovo IdeaPad Slim 3 15IAH8 - 83ER000FVN (i5-12450H/ RAM 16GB/ Onboard/ 1TB SSD/ Windows 11),Lenovo,https://lh3.googleusercontent.com/oiewmRUyBMbCTnPFSJvwmyQAQJkaaQGYwUkUKl9VAaTghL445IyvNbX3n-CA-S5NVSoV1WoUV7wGyue-13hBgKntcvvPLG-2=w500-rw,15.590.000,16.990.000,8.24
sku.240602784,https://phongvu.vn/laptop-dell-latitude-3440-l3440-i51235u-i5-1235u--s240602784,Laptop Dell Latitude 3440 (i5-1235U/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),Dell,https://lh3.googleusercontent.com/A1nbJb1vr8vqE96UJQE4XYlspHWwXohbiCdqkVFjwXak1gxHin1zSPZcQJniFX8y_eEWniWs4FyLotpPoCLVa3PkhHZ0IMeFqQ=w500-rw,16.990.000,18.990.000,10.532
sku.230704076,https://phongvu.vn/laptop-lenovo-ideapad-5-14iah8-83bf002nvn-i5-12450h-xam--s230704076,Laptop Lenovo IdeaPad Slim 5 14IAH8 - 83BF002NVN (i5-12450H/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),Lenovo,https://lh3.googleusercontent.com/ic9xCOgUqaYfESAutcCbpMwnXicl0pWFCp5t6KMhG3r6LV6i2ttqr31SWhVJl-yx-uHlrfKfslI9QvKKTJgNgN3R09oy-ZGj6A=w500-rw,15.990.000,17.490.000,8.576
sku.230703418,https://phongvu.vn/laptop-acer-gaming-aspire-7-a715-76g-59mw-i5-12450h-den--s230703418,Laptop Acer Gaming Aspire 7 A715-76G-59MW (i5-12450H) (Đen),ACER,https://lh3.googleusercontent.com/sQqMpT31Gydg-oGgnBw6hWQtaLsNFTyNgegllf6UK95ssJzsM3kKyMYKNrJW4op2NJ2KEjHaPkBAgKzEUPKQvRk4npzIX0t22w=w500-rw,15.990.000,21.490.000,25.593
sku.230903490,https://phongvu.vn/laptop-acer-predator-helios-neo-phn16-71-53m7--s230903490,Laptop ACER Predator Helios Neo 16 PHN16-71-53M7 (i5-13500HX/RAM 16GB/GeForce RTX 4060/512GB SSD/ Windows 11),ACER,https://lh3.googleusercontent.com/JXqfyu22GfI8VABjdDp0AXi3J2pthZ9yyqFqgCoFIxVTcxTstQo0yvqQ8FHMHS4qh6LOBDnph30_xVxQ0_OCI_BUPZmA8LU=w500-rw,27.990.000,37.990.000,26.323
sku.231200908,https://phongvu.vn/laptop-asus-vivobook-14-x1404za-nk386w-i3-1215u-xanh--s231200908,Laptop ASUS Vivobook 14 X1404ZA-NK386W (i3-1215U/ RAM 8GB/ Onboard/ 512GB SSD/ Windows 11),ASUS,https://lh3.googleusercontent.com/OfeJ3qwb8u3EIgUh-iTvWuB-GIUZtmnqBCUBTBeYCiZ4_8DxaHDhneKIoWlzIOcoNMIACFMUrEYqRRkr6dfXHDa2jTEfh8qlYg=w500-rw,9.690.000,11.990.000,19.183
sku.230904124,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-7-a715-76-53pj-nh-qgesv-007-i5-12450h-den--s230904124,Laptop ACER Aspire 7 A715-76-53PJ (NH.QGESV.007) (i5-12450H/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),ACER,https://lh3.googleusercontent.com/_PpBFbnEW-yjBVcpNsmRlJv-UG-dsfQHdW9IWQRrO7I6CrXnG8Ms6NqfEigikGd9qQ5qadUBHrvqB5CWHdMcKRd_RvGoLXTP=w500-rw,14.490.000,16.990.000,14.715
sku.240302534,https://phongvu.vn/laptop-asus-tuf-gaming-a15-fa506nc-hn031w-amd-ryzentm-5-7535hs-den--s240302534,Laptop ASUS TUF Gaming A15 FA506NC-HN031W (Ryzen 5 7535HS/RAM 16GB/GeForce RTX 3050/1TB SSD/ Windows 11 Home),ASUS,https://lh3.googleusercontent.com/tQSrgrTMQZx390-77HNEk8rwptnVDrvifqrFSiyYyDCUu6QLGfUamfLNfTp4a7f2nYntabvt4XLnnE4FDIIDU65VlPHgy-0=w500-rw,19.490.000,23.490.000,17.029
sku.240201833,https://phongvu.vn/laptop-lenovo-ideapad-slim-3-15irh8-83em003evn-i7-13620h-xam--s240201833,Laptop Lenovo Ideapad Slim 3 15IRH8 - 83EM003EVN (i7-13620H) (Xám),Lenovo,https://lh3.googleusercontent.com/awnbaxA5gl687SAD50j9BdkJNw07ViL5lBDaPfdsJqaFtuqZjaxQzQWChPdcm12YPhu2ktD0lmtJ_HUUzFJZfDz-a03Yux4=w500-rw,16.990.000,18.490.000,8.112
sku.240403794,https://phongvu.vn/laptop-dell-inspiron-16-5640-n5640-c7u161w11ibu-core-7-150u-xanh--s240403794,Laptop Dell Inspiron 16 5640 - N5640-C7U161W11IBU (Core 7 150U/ RAM 16GB/ Onboard/ 1TB SSD/ Windows 11 + Office),Dell,https://lh3.googleusercontent.com/uvMbNqbTV8cWkgA4O4_7DV9hBJV5GflOmsxkuzNvaFus70A8uoNGZB8nFyt2wh4xuGbvdQmgo0Ydh-6HPjZuk4MVCVkQxzU=w500-rw,25.990.000,27.690.000,6.139
sku.230304293,https://phongvu.vn/laptop-asus-vivobook-a1505va-l1114w-i5-13500h-den--s230304293,Laptop ASUS Vivobook 15 OLED A1505VA-L1114W (i5-13500H/RAM 16GB/512GB SSD/ Windows 11),ASUS,https://lh3.googleusercontent.com/k2qUoMPILua-Lq8YKTkO5WkTdUmI8yk1btdgNDEDIkVXT_N-l2XtYXOTYb3Fd92LxkexynRA92yil2nWe6PRjCBKb5k7VvE=w500-rw,17.490.000,19.990.000,12.506
sku.240502380,https://phongvu.vn/laptop-lenovo-ideapad-slim-3-15abr8-82xm00ejvn-amd-ryzentm-5-7430u-xam--s240502380,Laptop Lenovo Ideapad Slim 3 15ABR8 - 82XM00EJVN (Ryzen 5 7430U/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),Lenovo,https://lh3.googleusercontent.com/HbDLWExPnuxLiPPC8UiPwrRgINgQG6J6DEDA8_kMhNfKnI5ZiiS0QvBRZ1Ykvh0Q0pRKBBsltX_xxmUTt4y0qNRx1mzaln8dRg=w500-rw,12.490.000,14.490.000,13.803
sku.230402849,https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-3-a314-23m-r4tx-nx-kexsv-001-amd-ryzen-5-7520u-bac--s230402849,Laptop Acer Aspire 3 A314-23M-R4TX (NX.KEXSV.001) (AMD Ryzen 5 7520U) (Bạc),ACER,https://lh3.googleusercontent.com/ABMA7elartkYBP_212noFZ9Gkc5S0GvFgAD2Y034IacoTfs5SbbTQQ7aPgNaGUH10einU0_c-s9qPsE9jnhfK8NaVtarvpNi=w500-rw,9.990.000,13.290.000,24.831
sku.231200196,https://phongvu.vn/laptop-acer-nitro-v-anv15-51-75gs-i7-13620h-den--s231200196,Laptop gaming ACER Nitro V ANV15-51-75GS (i7-13620H/RAM 16GB/GeForce RTX 4050/512GB SSD/ Windows 11),ACER,https://lh3.googleusercontent.com/QscOIss0Do6jbUXqneZD_TxniwWq6l4nknMSeX16sVwc9-8guPJCgEP8myXG_bGuLze9WYZYFlTnzIEhcbW1CSZ906evn-uP=w500-rw,23.990.000,30.990.000,22.588
sku.221101776,https://phongvu.vn/hp-pavilion-14-dv2072tu--s221101776,Laptop HP Pavilion 14-dv2072TU (7C0W1PA) (i7-1255U) (Vàng),HP,https://lh3.googleusercontent.com/YqcQUVmT1-z_Euk8cp7elpHIVXRRhDcCUvh6dC-dQ9igipHDD_-7q6D0b0rYHTOXN4qB-R3o_9mdbZOqfk350y9zuZO1K9ys=w500-rw,17.990.000,23.890.000,24.697
sku.230304294,https://phongvu.vn/laptop-asus-vivobook-a1405va-km095w-i5-13500h-bac--s230304294,Laptop ASUS Vivobook 14 OLED A1405VA-KM095W (i5-13500H/RAM 16GB/512GB SSD/ Windows 11),ASUS,https://lh3.googleusercontent.com/c9euFAdGcOttbxe6_RabY8JzzlPrvrJ_YUeJnIM7BCOp9pllRG8ZKw84wrfiJbqNfNvKxdl2z1uY01BJR0gBeY9N3Txq1ZD5Hg=w500-rw,16.990.000,19.790.000,14.149
sku.240200105,https://phongvu.vn/laptop-asus-vivobook-x14-x1404za-nk389w-i7-1255u-bac--s240200105,Laptop ASUS Vivobook X14 - X1404ZA-NK389W (i7-1255U/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),ASUS,https://lh3.googleusercontent.com/SqAfgGRurmahVZvJmSuD3MFlbCJZmraiognKN8nJyC39EltpOhz0HiIDNTbRYySRon7SbQFStKuRPdfGwOBoRoQGNNvmuJL_=w500-rw,15.990.000,17.990.000,11.117
sku.240501840,https://phongvu.vn/laptop-asus-vivobook-s-14-oled-s5406ma-pp028w--s240501840,Laptop ASUS Vivobook S 14 OLED S5406MA-PP028W (Ultra 5-125H/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),ASUS,https://lh3.googleusercontent.com/7Yb6WFl78TjlKVcaLooWswQcb_aaQH7ZFuiuZ5DSshAX94IGyA00ZmcgE2_L6yyvtlDum_-aFRyiwg1GDzrcVV_PpoaXA32z=w500-rw,24.590.000,25.990.000,5.387
sku.240302751,https://phongvu.vn/laptop-asus-tuf-gaming-a15-fa506nf-hn005w-amd-ryzen-5-7535hs-den--s240302751,Laptop gaming ASUS TUF Gaming A15 FA506NF-HN005W (Ryzen 5 7535HS/RAM 8GB/GeForce RTX 2050/512GB SSD/ Windows 11),ASUS,https://lh3.googleusercontent.com/H_IYdCggl7PzlnWqNw2m6xlhYoN_Xps-t5UTXML5zRqaB5Z7peaAajgntlaolhNoPHhj2BBXmnFbN8ejVhfJ8ssFl2uLbvuw=w500-rw,15.190.000,19.990.000,24.012
sku.240602304,https://phongvu.vn/laptop-lenovo-thinkbook-14-g6-irl-21kg00rdvn-i5-13420h-xam--s240602304,Laptop Lenovo ThinkBook 14 G6 IRL - 21KG00RDVN (i5-13420H/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),Lenovo,https://lh3.googleusercontent.com/7Ll1opKeye-F33HtXCmhmNf9nE-ET7Ije3EaKUzEwTUlnnCDUfNiZdOqOZtW5S_oHE6zZyJRZH7EqLcI6EkQSVcGrDrfhRKS=w500-rw,16.990.000,17.990.000,5.559
sku.221101762,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-15s-fq5160tu-core-i5-1235u--s221101762,Laptop HP 15s-fq5160TU (7C0S1PA) (i5-1235U) (Bạc),HP,https://lh3.googleusercontent.com/AwL0-bZ9EQ3qNBrkYrcMGn359-ZvKDxpkf_pzJjGI9jE9llD9XQmwXKfTyUCulWXZNBlmP4REA0Ply-BQGLcHBoGCPcYkc6e=w500-rw,16.190.000,19.990.000,19.01
sku.220102149,https://phongvu.vn/acer-nitro-an515-58-773y--s220102149,Laptop ACER Nitro 5 Tiger AN515-58-773Y (NH.QFKSV.001.16G) (i7-12700H/ RAM 16GB/ GeForce RTX™ 3050Ti/ 512GB SSD/ Windows 11),ACER,https://lh3.googleusercontent.com/By-Z-mNsxaHA-rGa1NcXUwytuUgCazocgPG0oEZytONRSmhVgC1ztz_qMWJCJrRCdVCMEcrqio1N5-JCCYQFig5jFC_7QcA=w500-rw,23.290.000,33.790.000,31.074
sku.230703417,https://phongvu.vn/laptop-asus-tuf-gaming-f15-fx507zc4-hn074w-i5-12500h-xam--s230703417,Laptop gaming ASUS TUF Gaming F15 FX507ZC4-HN074W (i5-12500H/RAM 8GB/GeForce RTX 3050/512GB SSD/ Windows 11),ASUS,https://lh3.googleusercontent.com/RZ4jKcK7I0siXCDlpAD4-PvwuOVVMj7KgqSJ4d1USsJlt0_l9IyzVmzhppjOnqL8x9TAsQxlufSYDqOVWqJx5fHPteSPkPk=w500-rw,18.990.000,23.990.000,20.842
sku.240602780,https://phongvu.vn/laptop-asus-tuf-gaming-f15-fx507zc4-hn095w-i5-12500h--s240602780,Laptop gaming ASUS TUF Gaming F15 - FX507ZC4-HN095W (i5-12500H/RAM 16GB/GeForce RTX 3050/512GB SSD/ Windows 11),ASUS,https://lh3.googleusercontent.com/vjUHgI3XBa66Ov5yeLHDLsRouH0VICNCVGRr-mC_jt62BSdoVehA_ww8z1AH-Vf5IZnXHLGLHi08EOw2sfJlGzyppjZhehRE=w500-rw,20.990.000,24.990.000,16.006
sku.240802546,https://phongvu.vn/laptop-asus-gaming-vivobook-k3605zf-rp634w--s240802546,Laptop ASUS Gaming VivoBook K3605ZF-RP634W (i5-12500H/RAM 16GB/GeForce RTX 2050/512GB SSD/ Windows 11),ASUS,https://lh3.googleusercontent.com/BlTWFDXDTHffvorgu3A7aZqvGw8WSbuilFbh8mkgC9oDmyNc6cVT4bio71AI-gT-4nV_v2xth1FGChjk_sUNYMZKEGDe-U-a=w500-rw,17.490.000,20.990.000,16.675
sku.221200070,https://phongvu.vn/hp-pavilion-15-eg2081tu-7c0q4pa--s221200070,Laptop HP Pavilion 15-eg2081TU (7C0Q4PA) (i5-1240P/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),HP,https://lh3.googleusercontent.com/SPrwdHTfCYY9ZSyfip8JiMoFCfhW7Z3UheF-_Q-lkXdL2SgTCTkQ0Tcci-6y5F6XpJWc5Z4DGDtH3zqvbfPFX62thuTfm4Po=w500-rw,17.190.000,20.990.000,18.104
sku.230400581,https://phongvu.vn/laptop-msi-modern-14-c13m-607vn-i7-1355u-den--s230400581,Laptop MSI Modern 14 C13M-607VN (i7-1355U) (Đen),MSI,https://lh3.googleusercontent.com/z3BHDkdg_D3-hC2qg3MQ-o4_W64AnHSvswyaJgy_5G3oRkmyQi353VZhe5QJaoOJ-4k0GHXklBb4Nzqpk7u2ao0lBLgJmnA=w500-rw,14.490.000,21.490.000,32.573
sku.220909328,https://phongvu.vn/laptop-acer-aspire-3-a315-59-381e-nx-k6tsv-006--s220909328,Laptop Acer Aspire 3 A315-59-381E (NX.K6TSV.006) (i3-1215U) (Bạc),ACER,https://lh3.googleusercontent.com/bD0zpP9PQSkFmi6xvKf55Rg7PYXwkATggHi-7vWvP0BKoJaj3onJhNQx8nmFCqJsj4M4ZJJh2v4CALAczmrzXCPrQola6Jw=w500-rw,9.790.000,11.990.000,18.349
sku.240602405,https://phongvu.vn/laptop-asus-vivobook-14x-oled-a1405za-km263w-i7-12700h-bac--s240602405,Laptop ASUS Vivobook 14X OLED A1405ZA-KM263W (i7-12700H/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),ASUS,https://lh3.googleusercontent.com/NAwdxc51n_6W_fEvyBmOPk9qZ6hcNsAxFbb9JYf2xY0ZLviaSur5cfIPsu1mIx2QZAkEua277MM6QdYri17-crew96_8YcY=w500-rw,18.290.000,20.490.000,10.737
sku.231002795,https://phongvu.vn/laptop-acer-swift-go-sfg14-71-513f-nx-kpzsv-003-i5-13500h-vang--s231002795,Laptop Acer Swift Go SFG14-71-513F (NX.KPZSV.003) (i5-13500H) (Vàng),ACER,https://lh3.googleusercontent.com/oUQ4v64dwHtd-zKltxKQoirLBQI2L_P2gHDwuAwHv4ErBcs_l6e7I8vZAxgAA86KKolD_oBw5VBlOmJd0_Bz7yP4a4LT_K2Q=w500-rw,17.990.000,24.590.000,26.84
sku.220700048,https://phongvu.vn/apple-macbook-air-m2-2022-13-inch-8gb-256gb-ssd--p440566,MacBook Air M2 2022 13 inch (8GB/256GB SSD),APPLE,https://lh3.googleusercontent.com/DrBAHHYLCJuHYgEygkOXvJD6l0kUqvILaJMV6CyHXlGUXKWZKAE7KIaESKUPWOSOoClsiC4drx8eFuZSBulzgalWvBBo96oo=w500-rw,23.890.000,31.900.000,25.11
sku.240404258,https://phongvu.vn/laptop-dell-inspiron-5440-g14-n4i7204w1-core-7-150u-xanh--s240404258,Laptop Dell Inspiron 5440 G14 - N4I7204W1 (Core 7 150U/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11 +Office),Dell,https://lh3.googleusercontent.com/tF2bZBVeZ2dAEUVqmbdUJ9pRJOJnaa0-XVi7AzhfXej6Ah5SMzhuDnBI-ttrX7_uKkhad-O2mjG_edrEVhfE1H8B9ZBthOJr=w500-rw,23.990.000,26.490.000,9.438
sku.230703940,https://phongvu.vn/may-tinh-xach-tay-laptop-hp-pavilion-15-eg3093tu-8c5l4pa-i5-1335u-vang--s230703940,Laptop HP Pavilion 15-eg3093TU (8C5L4PA) (i5-1335U) (Vàng),HP,https://lh3.googleusercontent.com/2-to7NTUkThQCy8h-QJYgV7eTMUWAMFT9v335ZoImuSfID1JclpTqt-jSaSd7Cl3IZoAo0KZpqK2KwCclOXtEBWRHVO9PwNj=w500-rw,18.990.000,21.290.000,10.803
sku.240704435,https://phongvu.vn/laptop-hp-probook-440-g11-a74b5pt--s240704435,Laptop HP Probook 440 G11 - A74B5PT (Ultra 5-125U/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),HP,https://lh3.googleusercontent.com/hZoSINM0mvPoIbLMCh2WNkd3ksoBGdxSRsvwztaSI3SIs5VNhU4ZAlOBR9SeR9WMYbUZnaz7eeRNQbLYT84Ku05d0hb0SlvimA=w500-rw,21.690.000,23.390.000,7.268
sku.230302708,https://phongvu.vn/laptop-asus-zenbook-14-oled-ux3402va-km203w-i5-1340p-bac--s230302708,Laptop Asus ZenBook 14 OLED UX3402VA-KM203W (i5-1340P) (Bạc),ASUS,https://lh3.googleusercontent.com/LMtJPXIvIuCU_R5saFK0b0wB7OeqhRFnZE97nEXu46s3sMnlO4c0dgbDIwoINVlu-WfSIZyQUxhRIfRFzIpzsJOEnnWm9iw2=w500-rw,23.590.000,27.990.000,15.72
sku.240403798,https://phongvu.vn/laptop-lenovo-ideapad-slim-5-16imh9-83dc001rvn-core-ultra-5-125h-xam--s240403798,Laptop AI Lenovo Ideapad Slim 5 16IMH9 - 83DC001RVN (Ultra 5-125H/RAM 16GB/Onboard/512GB SSD/Windows 11),Lenovo,https://lh3.googleusercontent.com/Ek4OKalFR1q2I1afWniIDATPQrdg6Bki42XEyF-2syTLsEmDyA8NdHYZEEN_v89r4BrrmQVc6cwfvUwzrZkmS5YkyGas2sFS=w500-rw,21.990.000,23.690.000,7.176
